2012	2013	survival
37.30336136	53.00569522	1
30.56114099	33.94972632	1
40.16950236	22.0068747	1
22.38951077	26.06858978	1
24.3720643	17.42881545	1
NA	20.48995298	1
26.3507183	22.4476169	1
1.965459956	1.963660986	1
14.55795857	15.61367541	1
28.60354206	35.52144854	1
12.12442339	8.813509455	1
5.115119588	7.943739859	1
2.66208331	2.499522764	1
10.51114613	16.96088754	1
2.100269409	3.881642526	1
9.421891357	9.044410115	1
9.582721793	8.462317214	1
2.702892932	4.881526824	1
16.30708888	NA	0
37.20787528	44.9599367	1
264.7637839	267.0346177	1
36.03012749	40.4948233	1
21.47831209	15.57190122	1
5.23832188	7.18523621	1
8.598973811	14.49161379	1
NA	1.625585763	1
NA	2.643523698	1
NA	3.44701441	1
17.76765782	22.47211067	1
27.16484549	41.04660419	1
40.91959425	45.24701849	1
39.1690296	30.83715945	1
64.21406834	56.32861887	1
8.099071683	24.75736579	1
3.463516532	9.868814411	1
16.09585475	23.14024655	1
9.358764033	15.86721909	1
NA	5.261555855	1
3.395512483	4.685733465	1
1.493744097	5.576474649	1
15.28349016	19.39375232	1
38.54248508	55.09537524	1
15.50694647	39.86979324	1
NA	2.645292741	1
NA	2.301330999	1
88.7740582	108.3796743	1
NA	5.035042166	1
NA	2.649445635	1
69.00741331	71.49927871	1
145.5429039	120.963363	1
4.037758031	7.171844466	1
175.8265276	142.6202478	1
49.54631138	52.818652	1
3.341427309	3.313118424	1
NA	5.859820086	1
3.229650697	NA	0
7.80122555	NA	0
58.73956448	72.90735144	1
NA	7.311895943	1
